EmployeeId,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,Attrition
111,27,894,9,3,1,4,99,3,1,2,2279,11781,1,16,3,4,80,0,7,2,2,7,7,0,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
112,22,1230,1,2,1,4,33,2,2,4,4775,19146,6,22,4,1,80,2,4,2,1,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
113,33,813,14,3,1,3,58,3,1,4,2436,22149,5,13,3,3,80,1,8,2,1,5,4,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.0
114,42,1368,28,4,1,4,88,2,2,4,4523,4386,0,11,3,4,80,3,7,4,4,6,5,0,4,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
115,29,806,1,4,1,2,76,1,1,4,2720,18959,1,18,3,4,80,1,10,5,3,10,7,2,8,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
116,39,792,1,3,1,4,77,3,2,4,6472,8989,1,15,3,4,80,1,9,2,3,9,8,5,8,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.0
117,35,817,1,3,1,4,60,2,2,4,5363,10846,0,12,3,2,80,1,10,0,3,9,7,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
118,30,305,16,3,1,3,58,4,2,3,5294,9128,3,16,3,3,80,1,10,3,3,7,0,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
119,37,142,9,4,1,1,69,3,3,2,8834,24666,1,13,3,4,80,1,9,6,3,9,5,7,7,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
120,39,170,3,2,1,3,76,2,2,3,3069,10302,0,15,3,4,80,1,11,3,3,10,8,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
121,52,266,2,1,1,1,57,1,5,4,19845,25846,1,15,3,4,80,1,33,3,3,32,14,6,9,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,1.0
122,31,218,7,3,1,2,100,4,2,4,6929,12241,4,11,3,2,80,1,10,3,2,8,7,7,7,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
123,29,1396,10,3,1,3,99,3,1,3,2642,2755,1,11,3,3,80,0,1,6,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0
124,28,329,24,3,1,3,51,3,1,2,2408,7324,1,17,3,3,80,3,1,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.0
125,26,157,1,3,1,3,95,3,1,1,2867,20006,0,13,3,4,80,0,8,6,2,7,7,7,6,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
126,32,1474,11,4,1,4,60,4,2,3,4707,23914,8,12,3,4,80,0,6,2,3,4,2,1,2,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,1.0
127,35,1097,11,2,1,3,79,2,3,1,9884,8302,2,13,3,3,80,1,10,3,3,4,0,2,3,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.0
128,43,920,3,3,1,3,96,1,5,4,19740,18625,3,14,3,2,80,1,25,2,3,8,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.0
129,33,134,2,3,1,3,90,3,1,4,2500,10515,0,14,3,1,80,0,4,2,4,3,1,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
130,44,921,2,3,1,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,2,3,8,7,6,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.0
131,41,930,3,3,1,3,57,2,2,2,8938,12227,2,11,3,3,80,1,14,5,3,5,4,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
132,45,1297,1,4,1,2,44,3,2,3,5399,14511,4,12,3,3,80,0,12,3,3,4,2,0,3,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
133,37,309,10,4,1,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,5,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,0.0
134,27,135,17,4,1,4,51,3,1,3,2394,25681,1,13,3,4,80,0,8,2,3,8,2,7,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,1.0
135,28,1451,2,1,1,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,2,1,5,3,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
136,27,294,10,2,1,4,32,3,3,1,8793,4809,1,21,4,3,80,2,9,4,2,9,7,1,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0
137,37,342,16,4,1,4,66,2,2,3,6334,24558,4,19,3,4,80,2,9,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
138,27,199,6,3,1,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,0,3,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
139,37,319,4,4,1,1,41,3,1,4,2793,2539,4,17,3,3,80,1,13,2,3,9,8,5,8,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,0.0
140,31,1062,24,3,1,3,96,2,2,1,6812,17198,1,19,3,2,80,0,10,2,3,10,9,1,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
141,48,715,1,3,1,4,76,2,5,4,18265,8733,6,12,3,3,80,0,25,3,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.0
142,36,676,1,3,1,3,35,3,2,2,5228,23361,0,15,3,1,80,1,10,2,3,9,7,0,5,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
143,37,977,1,3,1,4,56,2,2,4,6474,9961,1,13,3,2,80,1,14,2,2,14,8,3,11,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
144,55,1229,4,4,1,4,30,3,2,3,4035,16143,0,16,3,2,80,0,4,2,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.0
145,33,1303,7,2,1,4,36,3,2,3,5968,18079,1,20,4,3,80,3,9,2,3,9,7,2,8,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0
146,38,702,1,4,1,1,59,2,2,4,8686,12930,4,22,4,3,80,0,12,2,4,8,3,0,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
147,32,117,13,4,1,2,73,3,2,4,4403,9250,2,11,3,3,80,1,8,3,2,5,2,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
148,32,634,5,4,1,2,35,4,1,4,3312,18783,3,17,3,4,80,2,6,3,3,3,2,0,2,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
149,28,857,10,3,1,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,4,8,7,1,7,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
150,43,957,28,3,1,2,72,4,1,3,4739,16090,4,12,3,4,80,0,18,2,3,3,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
151,29,1246,19,3,1,3,77,2,2,3,8620,23757,1,14,3,3,80,2,10,3,3,10,7,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
152,30,1465,1,3,1,4,63,3,1,2,3579,9369,0,21,4,1,80,1,12,2,3,11,9,5,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0
153,33,722,17,3,1,4,38,3,4,3,17444,20489,1,11,3,4,80,0,10,2,3,10,8,6,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
154,43,177,8,3,1,1,55,3,2,2,4765,23814,4,21,4,3,80,1,4,2,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0
155,42,458,26,5,1,1,60,3,3,1,13191,23281,3,17,3,3,80,0,20,6,3,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.0
156,37,921,10,3,1,3,98,3,1,1,3452,17663,6,20,4,2,80,1,17,3,3,5,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
157,56,667,1,4,1,3,57,3,2,3,6306,26236,1,21,4,1,80,1,13,2,2,13,12,1,9,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0
158,27,1131,15,3,1,4,77,2,1,1,4774,23844,0,19,3,4,80,1,8,2,2,7,6,7,3,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
159,26,920,20,2,1,4,69,3,1,2,2148,6889,0,11,3,3,80,0,6,3,3,5,1,1,4,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,0.0
160,24,535,24,3,1,4,38,3,1,4,2400,5530,0,13,3,3,80,2,3,3,3,2,2,2,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.0
161,37,1063,25,5,1,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,2,3,13,11,10,7,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0
162,37,558,2,3,1,4,75,3,2,3,9602,3010,4,11,3,3,80,1,17,3,2,3,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
163,40,1395,26,3,1,2,54,3,2,2,5605,8504,1,11,3,1,80,1,20,2,3,20,7,2,13,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
164,34,181,2,4,1,4,97,4,1,4,2932,5586,0,14,3,1,80,3,6,3,3,5,0,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0
165,55,436,2,1,1,3,37,3,2,4,5160,21519,4,16,3,3,80,0,12,3,2,9,7,7,3,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,1.0
166,34,507,15,2,1,3,66,3,2,1,6125,23553,1,12,3,4,80,0,10,6,4,10,8,9,6,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
167,18,812,10,3,1,4,69,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0
168,41,334,2,4,1,4,88,3,4,2,16015,15896,1,19,3,2,80,0,22,2,3,22,10,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
169,44,383,1,5,1,1,79,3,2,3,4768,9282,7,12,3,3,80,1,11,4,2,1,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
170,42,691,8,4,1,3,48,3,2,2,6825,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
171,51,313,3,3,1,4,98,3,4,2,13734,7192,3,18,3,3,80,0,21,6,3,7,7,1,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
172,32,515,1,3,1,4,62,2,1,3,3730,9571,0,14,3,4,80,0,4,2,1,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,1.0
173,42,355,10,4,1,3,38,3,1,3,2936,6161,3,22,4,2,80,2,10,1,2,6,3,3,3,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
174,31,688,7,3,1,3,44,2,3,4,11557,25291,9,21,4,3,80,1,10,3,2,5,4,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.0
175,31,853,1,1,1,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,1,3,4,3,0,3,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
176,30,109,5,3,1,2,60,3,1,2,2422,25725,0,17,3,1,80,0,4,3,3,3,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,1.0
177,36,329,2,3,1,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
178,28,895,15,2,1,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,5,2,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
179,30,1176,20,3,1,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,1,2,6,2,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
180,35,890,2,3,1,4,97,3,1,4,2014,9687,1,13,3,1,80,0,2,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.0
181,59,1429,18,4,1,4,67,3,3,4,10512,20002,6,12,3,4,80,0,25,6,2,9,7,5,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0
182,39,1485,25,2,1,3,71,3,3,3,10920,3449,3,21,4,2,80,1,13,2,3,6,4,0,5,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
183,27,1054,8,3,1,3,67,3,1,4,3445,6152,1,11,3,3,80,0,6,5,2,6,2,1,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
184,29,442,2,2,1,2,44,3,2,4,4554,20260,1,18,3,1,80,0,10,3,2,10,7,0,9,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
185,34,988,23,3,1,2,43,3,3,1,9950,11533,9,15,3,3,80,3,11,2,3,3,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,1.0
